item,object,implicit_sentence,sentence_text,explicit_sentence,explicit_text,match,dataset,log_prob,model_name,n_params
46,tomato,b,There was tomato on the pizza.,a,The tomato was whole.,mismatch,pecher2006,-2.9806970834732054,EleutherAI/pythia-1.4b,1414647808
46,tomato,b,There was tomato on the pizza.,b,The tomato was sliced.,match,pecher2006,-2.958422136306763,EleutherAI/pythia-1.4b,1414647808
51,towel,b,There was a towel on the rack.,a,The towel was crumpled.,mismatch,pecher2006,-1.9876576667052828,EleutherAI/pythia-1.4b,1414647808
51,towel,b,There was a towel on the rack.,b,The towel was hanging.,match,pecher2006,-3.1402155995368957,EleutherAI/pythia-1.4b,1414647808
17,umbrella,b,There was an umbrella in her hand.,a,The umbrella was closed.,mismatch,pecher2006,-2.5853917717933657,EleutherAI/pythia-1.4b,1414647808
17,umbrella,b,There was an umbrella in her hand.,b,The umbrella was open.,match,pecher2006,-2.245572602748871,EleutherAI/pythia-1.4b,1414647808
24,walnut,b,There was walnut on the brownie.,a,The walnut was whole.,mismatch,pecher2006,-2.4305855756004653,EleutherAI/pythia-1.4b,1414647808
24,walnut,b,There was walnut on the brownie.,b,The walnut was chopped.,match,pecher2006,-2.703859639664491,EleutherAI/pythia-1.4b,1414647808
52,watermelon,b,There was watermelon in the bowl.,a,The watermelon was whole.,mismatch,pecher2006,-2.430927397683263,EleutherAI/pythia-1.4b,1414647808
52,watermelon,b,There was watermelon in the bowl.,b,The watermelon was sliced.,match,pecher2006,-2.2955508052061,EleutherAI/pythia-1.4b,1414647808
6,wheat,b,There was wheat in the mill.,a,The wheat was in stalks.,mismatch,pecher2006,-2.6688212385800267,EleutherAI/pythia-1.4b,1414647808
6,wheat,b,There was wheat in the mill.,b,The wheat was in grains.,match,pecher2006,-2.9949991106987,EleutherAI/pythia-1.4b,1414647808
34,wool,b,There was wool in the sweater.,a,The wool was in a ball.,mismatch,pecher2006,-2.5252210668155124,EleutherAI/pythia-1.4b,1414647808
34,wool,b,There was wool in the sweater.,b,The wool was knitted.,match,pecher2006,-2.5113919774691262,EleutherAI/pythia-1.4b,1414647808
25,zodiac,b,There was a zodiac in the garage.,a,The zodiac was deflated.,mismatch,pecher2006,-2.297115835623117,EleutherAI/pythia-1.4b,1414647808
25,zodiac,b,There was a zodiac in the garage.,b,The zodiac was inflated.,match,pecher2006,-2.672537670903174,EleutherAI/pythia-1.4b,1414647808
